"FINVOICE IMPLEMENTATION GUIDELINES VERSION 3.0 DATA LIST 17.12.2020","","","","","","","","",""
"","","","","","","","","",""
"","Attribute: QuantityUnitCode","token","","0..14","0..1","eg. kg, m, kwh/h (KWPH), etc.","","",""
"","Attribute: QuantityUnitCodeUN","unitCodeUN","","2..3","0..1","Check instructions from EU Norm","","",""
"2","OfferedQuantity","string","Yes","0..14","0..n","Quantity of product or service. Note! Quantity UnitCode is given as attribute.","","Tarjottu",""
"","Attribute: QuantityUnitCode","token","","0..14","0..1","eg. kg, m, kwh/h, etc.","","",""
"","Attribute: QuantityUnitCodeUN","unitCodeUN","","2..3","0..1","Check instructions from EU Norm","","",""
"2","DeliveredQuantity","string","Yes","0..14","0..n","Quantity of product or service. Note! Quantity UnitCode is given as attribute.","","Toimitettu",""
"","Attribute: QuantityUnitCode","token","","0..14","0..1","eg. kg, m, kwh/h, etc.","","",""
"","Attribute: QuantityUnitCodeUN","unitCodeUN","","2..3","0..1","Check instructions from EU Norm","","",""
"2","OrderedQuantity","string","Yes","0..14","0..1","Quantity of product or service ordered if it differs from the delivered quantity of product or service. eg. kg, cm, m as an attribute. Note! Quantity UnitCode is given as attribute","","Tilattu",""
"","Attribute: QuantityUnitCode","token","","0..14","0..1","eg. kg, m, kwh/h, etc.","","",""
"","Attribute: QuantityUnitCodeUN","unitCodeUN","","2..3","0..1","Check instructions from EU Norm","","",""
"2","ConfirmedQuantity","string","Yes","0..14","0..1","confirmed quantity","","Vahvistettu",""
"","Attribute: QuantityUnitCode","token","","0..14","0..1","eg. kg, m, kwh/h, etc.","","",""
"","Attribute: QuantityUnitCodeUN","unitCodeUN","","2..3","0..1","Check instructions from EU Norm","","",""
"2","PostDeliveredQuantity","string","Yes","0..14","0..1","Good or services delivered afterwards","","Jälkitoimitettava",""
"","Attribute: QuantityUnitCode","token","","0..14","0..1","eg. kg, m, kwh/h, etc.","","",""
"","Attribute: QuantityUnitCodeUN","unitCodeUN","","2..3","0..1","Check instructions from EU Norm","","",""
"2","InvoicedQuantity","string","Yes","0..14","0..n","invoiced quantity","BT-129","Laskutettu",""
"","Attribute: QuantityUnitCode","token","","0..14","0..1","eg. kg, m, kwh/h, etc."," ","",""
"","Attribute: QuantityUnitCodeUN","unitCodeUN","","2..3","0..1","Check instructions from EU Norm","BT-130","",""
"2","CreditRequestedQuantity","string","Yes","0..14","0..1","Note, this element is used when the information is exchanded between two applications in the company. This element is not  defined in the xsl-file","","Pyydetty hyvitystä",""
"","Attribute: QuantityUnitCode","token","","0..14","0..1","eg. kg, m, kwh/h, etc.","","",""
"","Attribute: QuantityUnitCodeUN","unitCodeUN","","2..3","0..1","Check instructions from EU Norm","","",""
"2","ReturnedQuantity","string","Yes","0..14","0..1","Note, this element is used when the information is exchanded between two applications in the company. This element is not  defined in the xsl-file","","Palautettu",""
"","Attribute: QuantityUnitCode","token","","0..14","0..1","eg. kg, m, kwh/h, etc.","","",""
"","Attribute: QuantityUnitCodeUN","unitCodeUN","","2..3","0..1","Check instructions from EU Norm","","",""
"2","StartDate","date","Yes","8","0..1","Related to the period invoicing. StartDate and EndDate is alternative to the quantity invoicing","BT-134","Jakso",""
"","Attribute: Format","Enum.","","","1","CCYYMMDD","","",""
"2","EndDate","date","Yes","8","0..1","Related to the period invoicing. StartDate and EndDate is alternative to the quantity invoicing","BT-135","",""
"","Attribute: Format","Enum.","","","1","CCYYMMDD","","",""
"2","UnitPriceAmount","unitAmount","Yes","1..22","0..1","Price of one product or service without Vat. Yksikköhinta voidaan ilmoittaa myös verollisena UnitPriceVatIncludedAmount- elementissä laskutuskäytännön ja verottajan ALV-ohjeistuksen mukaan.","BT-148","Yksikköhinta veroton",""
"","Attribute: AmountCurrencyIdentifier","nmtoken","","3","1","ISO4217 eg. EUR,USD…","","",""
"","Attribute: UnitPriceUnitCode","string","","0..14","0..1","kwh/kk (used for example in electricity invoices)","BT-150","",""
"","Attribute: QuantityUnitCodeUN","unitCodeUN","","2..3","0..1","Check instructions from EU Norm","","",""
"2","UnitPriceDiscountAmount","unitAmount","Yes","1..22","0..1","Item price discount","BT-147","",""
"","Attribute: AmountCurrencyIdentifier","nmtoken","","3","1","ISO4217 eg. EUR,USD…","","",""
"","Attribute: UnitPriceUnitCode","string","","0..14","0..1","kwh/kk (used for example in electricity invoices)","","",""
"","Attribute: QuantityUnitCodeUN","unitCodeUN","","2..3","0..1","Check instructions from EU Norm","","",""
"2","UnitPriceNetAmount","unitAmount","Yes","1..22","0..1","Item net price","BT-146","",""
"","Attribute: AmountCurrencyIdentifier","nmtoken","","3","1","ISO4217 eg. EUR,USD…","","",""
"","Attribute: UnitPriceUnitCode","string","","0..14","0..1","kwh/kk (used for example in electricity invoices)","","",""
"","Attribute: QuantityUnitCodeUN","unitCodeUN","","2..3","0..1","Check instructions from EU Norm","","",""
"2","UnitPriceVatIncludedAmount","unitAmount","Yes","1..22","0..1","Price of one product or service with Vat. ","","Yksikköhinta verollinen",""
"","Attribute: AmountCurrencyIdentifier","nmtoken","","3","1","ISO4217 eg. EUR,USD…","","",""
"","Attribute: UnitPriceUnitCode","string","","0..14","0..1","kwh/kk (used for example in electricity invoices)"," ","",""
"","Attribute: QuantityUnitCodeUN","unitCodeUN","","2..3","0..1","Check instructions from EU Norm","BT-150","",""
"2","UnitPriceBaseQuantity","string","Yes","0..14","0..1","eg. 1000","BT-149","",""
"","Attribute: QuantityUnitCode","token","","0..14","0..1","kg","","",""
"","Attribute: QuantityUnitCodeUN","unitCodeUN","","2..3","0..1","Check instructions from EU Norm","","",""
"2","RowIdentifier","string","","0..35","0..1","Identifier given by buyer when the original order was done.","","Ostajan tilausnro",""
"2","RowIdentifierUrlText","string","","0..512","0..1","Link to the Seller`s database","","",""
"2","RowOrderPositionIdentifier","string","","0..35","0..1","Identifies the row in Order message","BT-132","",""
"2","RowIdentifierDate","date","Yes","8","0..1","Date when the order was done. In interest invoice it is the date of the original invoice","","Tilauspäivä",""
"","Attribute: Format","Enum.","","","1","CCYYMMDD","","",""
"2","RowPositionIdentifier","string","","0..35","0..1","Identifies the invoice row","BT-126","",""
"2","OriginalInvoiceNumber","string","","1..20","0..1","Used in Credit Notes to refer to the original Invoice","","Alkup. laskunro",""
"2","OriginalInvoiceDate","date","Yes","8","0..1","The date when the Preceding Invoice was issued.","","Alkup. Laskun päivä",""
"","Attribute: Format","Enum.","","","1","CCYYMMDD","","",""
"2","OriginalInvoiceReference","Aggr.","","","0..n","Refer to previous invoices (e.g. instalments)","","",""
"3","InvoiceNumber","string","","1..20","0..1","Previous invoice number","","Alkup. Laskunro",""
"3","InvoiceDate","date","Yes","8","0..1","Previous invoice date","","Alkup. Laskun päivä",""
"","Attribute: Format","Enum.","","","1","CCYYMMDD","","",""
"2","RowOrdererName","string","","0..35","0..1","Order person related to the row","","Tilaaja",""
"2","RowSalesPersonName","string","","0..35","0..1","Sale person related to the row","","Myyjä",""
"2","RowOrderConfirmationIdentifier","string","","0..70","0..1","Order confirmation id related to the row","","Tilausvahvistus",""
"2","RowOrderConfirmationDate","date","Yes","8","0..1","Order confirmation date","","",""
"","Attribute: Format","Enum.","","","1","CCYYMMDD","","",""
"2","RowDeliveryIdentifier","string","","0..35","0..1","Delivery id related to the row","","Toimitusnumero",""
"2","RowDeliveryIdentifierUrlText","string","","0..512","0..1","Link to the seller`s database","","",""
"2","RowDeliveryDate","date","Yes","8","0..1","Date when the product or service was delivered","","Toimituspäivä",""
"","Attribute: Format","Enum.","","","1","CCYYMMDD","","",""
"2","RowQuotationIdentifier","string","","0..35","0..1","Identifier of tender","","Tarjouksen viite",""
"2","RowQuotationIdentifierUrlText","string","","0..512","0..1","Link to the Seller`s database","","",""
"2","RowAgreementIdentifier","string","","0..70","0..1","Agreement number","","Sopimus",""
"2","RowAgreementIdentifierUrlText","string","","0..512","0..1","Link to the Seller`s database","","",""
"2","RowRequestOfQuotationIdentifier","string","","0..35","0..1","Call for tender","","Tarjouspyynnön viite",""
"2","RowRequestOfQuotationIdentifierUrlText","string","","0..512","0..1","Link to the Buyer`s database","","",""
"2","RowPriceListIdentifier","string","","0..35","0..1","Indentifier of catalog","","Hinnasto",""
"2","RowPriceListIdentifierUrlText","string","","0..512","0..1","Link to the Seller`s database","","",""
"2","RowBuyerReferenceIdentifier","string","","0..70","0..1","Purchase order reference","","Ostajan viite",""
"2","RowProjectReferenceIdentifier","string","","0..70","0..1","Project number","","Projekti",""
"2","RowOverDuePaymentDetails","Aggr.","","","0..1","Only used when InvoiceTypeCode is INV03 (interest note), when this aggregate is used, no other information of the row is performed in layout ","","",""
"3","RowOriginalInvoiceIdentifier","string","","0..35","0..1","Invoice number for the original invoice","","Alkup. laskunro",""
"3","RowOriginalInvoiceDate","date","Yes","8","0..1","Date for the original invoice","","Alkup. laskun päivä",""
"","Attribute: Format","Enum.","","","1","CCYYMMDD","","",""
"3","RowOriginalDueDate","date","Yes","8","0..1","Due date for the original invoice","","Alkup. eräpäivä",""
"","Attribute: Format","Enum.","","","1","CCYYMMDD","","",""
"3","RowOriginalInvoiceTotalAmount","amount","Yes","1..22","0..1","Total sum of original invoice","","Alkup. laskun summa",""
"","Attribute: AmountCurrencyIdentifier","nmtoken","","3","1","ISO4217 eg. EUR,USD…","","",""
"3","RowOriginalEpiRemittanceInfoIdentifier","string","","0..35","0..1","Payment reference of original invoice","","Alkup. maksuviite",""
"3","RowPaidVatExcludedAmount","amount","Yes","1..22","0..1","Paid sum without VAT","","Maksettu määrä veroton",""
"","Attribute: AmountCurrencyIdentifier","nmtoken","","3","1","ISO4217 eg. EUR,USD…","","",""
"3","RowPaidVatIncludedAmount","amount","Yes","1..22","0..1","Paid sum with VAT","","Maksettu määrä",""
"","Attribute: AmountCurrencyIdentifier","nmtoken","","3","1","ISO4217 eg. EUR,USD…","","",""
"3","RowPaidDate","date","Yes","8","0..1","Payment date","","Suorituspäivä",""
"","Attribute: Format","Enum.","","","1","CCYYMMDD","","",""
"3","RowUnPaidVatExcludedAmount","amount","Yes","1..22","0..1","Sum not yet paid without VAT","","Maksamatta veroton",""
"","Attribute: AmountCurrencyIdentifier","nmtoken","","3","1","ISO4217 eg. EUR,USD…","","",""
"3","RowUnPaidVatIncludedAmount","amount","Yes","1..22","0..1","Sum not yet paid with VAT","","Maksamatta",""
"","Attribute: AmountCurrencyIdentifier","nmtoken","","3","1","ISO4217 eg. EUR,USD…","","",""
"3","RowCollectionDate","date","Yes","8","0..1","Collection date","","Perintäpäivä",""
"","Attribute: Format","Enum.","","","1","CCYYMMDD","","",""
"3","RowCollectionQuantity","string","Yes","0..14","0..1","The number of collections","","Perintäkerta",""
"","Attribute: QuantityUnitCode","token","","0..14","0..1","eg. Pcs, unit","","",""
"","Attribute: QuantityUnitCodeUN","unitCodeUN","","2..3","0..1","Check instructions from EU Norm","","",""
"3","RowCollectionChargeAmount","amount","Yes","1..22","0..1","Collection charge","","Perintäkulut",""
"","Attribute: AmountCurrencyIdentifier","nmtoken","","3","1","ISO4217 eg. EUR,USD…","","",""
"3","RowInterestRate","percentage","","1..7","0..1","Interest rate","","Korko%",""
"3","RowInterestStartDate","date","Yes","8","0..1","Start date for interest period","","Korkojakso",""
"","Attribute: Format","Enum.","","","1","CCYYMMDD","","",""
"3","RowInterestEndDate","date","Yes","8","0..1","End date for interest period","","",""
"","Attribute: Format","Enum.","","","1","CCYYMMDD","","",""
"3","RowInterestPeriodText","string","","0..35","0..1","Text for interest period","","",""
"3","RowInterestDateNumber","nmtoken","","0..14","0..1","The number of interest dates","","Korkopäivät",""
"3","RowInterestChargeAmount","amount","Yes","1..22","0..1","Interest charge sum","","Korko",""
"","Attribute: AmountCurrencyIdentifier","nmtoken","","3","1","ISO4217 eg. EUR,USD…","","",""
"3","RowInterestChargeVatAmount","amount","Yes","1..22","0..1","Interest sum","","",""
"","Attribute: AmountCurrencyIdentifier","nmtoken","","3","1","ISO4217 eg. EUR,USD…","","",""
"2","RowAnyPartyDetails","Aggr.","","","0..n","Any party details:The sector of business is responsible for maintaining the data contents and description","","",""
"3","RowAnyPartyText","string","Yes","0..35","1","Party code related text","","",""
"","Attribute: AnyPartyCode","token","","0..35","1","Defined by the industy concerned","","",""
"3","RowAnyPartyIdentifier","string","Yes","0..35","0..1","Identification of any party Business ID (Business Identity Code = Y-tunnus in Finnish)","","Y-tunnus",""
"","Attribute: SchemeID","iso6523cid","","4","0..1","Check instructions from EU Norm","","",""
"3","RowAnyPartyOrganisationName","string","","2..35","1..2","Name of party","","",""
"3","RowAnyPartyOrganisationDepartment","string","","0..35","0..2","Department information eg. Deparment or Unit","","Osasto",""
"3","RowAnyPartyOrganisationTaxCode","string","","0..35","0..1","VAT number, (Business ID with FI as a prefix)","","ALV-numero",""
"3","RowAnyPartyCode","string","Yes","0..70","0..1","Other party identification than Business Identity Code, attribute IdentifierType should be used","","",""
"","Attribute: IdentifierType","token","","1..20","0..1","e.g. DUNS, GLN, EDI","","",""
"","Attribute: SchemeID","iso6523cid","","4","0..1","Check instructions from EU Norm","","",""
"3","RowAnyPartyPostalAddressDetails","Aggr.","","","0..1","Address information","","",""
"4","RowAnyPartyStreetName","string","","2..35","1..3","Postal address","","",""
"4","RowAnyPartyTownName","string","","2..35","1","Name of the town","","",""
"4","RowAnyPartyPostCodeIdentifier","string","","2..35","1","Post code","","",""
"4","RowAnyPartyCountrySubdivision","string","","2..35","0..1","The subdivision of a country.","","",""
"4","CountryCode","nmtoken","","2","0..1","ISO 3166-1 country codes eg. FI, SE","","",""
"4","CountryName","string","","0..35","0..1","Country name","","",""
"4","RowAnyPartyPostOfficeBoxIdentifier","string","","0..35","0..1","PO box","","",""
"3","RowAnyPartyOrganisationUnitNumber","string","","0..35","0..1","OVT code (OVT-tunnus), format nnnnn (SFS)","","OVT-tunnus",""
"3","RowAnyPartySiteCode","string","","0..35","0..1","Code for place of business","","Toimipiste",""
"2","RowDeliveryDetails","Aggr.","","","0..1","Delivery Details related to the row.","","",""
"3","RowTerminalAddressText","string","","0..70","0..1","Eg. Code, clause, place","","Terminaaliosoite",""
"3","RowWaybillIdentifier","string","","0..70","0..1","Identifier of the waybill","","Rahtikirja",""
"3","RowWaybillTypeCode","string","","0..35","0..1","Code for referenced transport document","","",""
"3","RowClearanceIdentifier","string","","0..70","0..1","Clearance number of customs","","Kotitullauslupa",""
"3","RowDeliveryNoteIdentifier","string","","0..70","0..1","Covering note (Lähetenumero) kuormakirja = lähetysluettelo (Dispatch advice)","","Lähete",""
"3","RowDelivererIdentifier","string","","0..35","0..1","Deliverer of the Goods or Services","","",""
"3","RowDelivererName","string","","0..35","0..3","Name of the Deliverer","","",""
"3","RowDelivererCountrySubdivision","string","","2..35","0..1","The subdivision of a country.","","",""
"3","RowDelivererCountryCode","nmtoken","","2","0..1","ISO 3166-1 country codes eg. FI, SE","","",""
"3","RowDelivererCountryName","string","","0..35","0..1","Country name","","",""
"3","RowModeOfTransportIdentifier","string","","0..70","0..1","Code for delivery method","","",""
"3","RowCarrierName","string","","0..35","0..1","Name of the carrier","","",""
"3","RowVesselName","string","","0..35","0..1","Name of the vessel","","",""
"3","RowLocationIdentifier","string","","0..70","0..1","Location identifier","","",""
"3","RowTransportInformationDate","date","Yes","8","0..1","Transportinformation date","","",""
"","Attribute: Format","Enum.","","","1","CCYYMMDD","","",""
"3","RowCountryOfOrigin","string","","0..35","0..1","Country name","","Alkuperämaa",""
"3","RowCountryOfDestinationName","string","","0..35","0..1","Country name","","Kohdemaa",""
"3","RowDestinationCountryCode","nmtoken","","2","0..1","ISO 3166-1 country codes eg. FI, SE","","",""
"3","RowPlaceOfDischarge","string","","0..35","0..1","Discharge place","","Välilastauspaikka",""
"3","RowFinalDestinationName","string","","0..35","0..3","Final destination","","Määränpää",""
"3","RowCustomsInfo","Aggr.","","","0..1","Custom information","","Tullin tiedot",""
"4","CNCode","string","","1..8","0..1","Custom CN code ","","CN-koodi",""
"4","CNName","string","","1..35","0..1","CN name","","",""
"4","CNOriginCountrySubdivision","string","","2..35","0..1","The subdivision of a country","","",""
"4","CNOriginCountryCode","nmtoken","","2","0..1","CN Origin country ISO 3166-1 code","BT-159","",""
"4","CNOriginCountryName","string","","1..35","0..1","CN Origin country name","","CN-alkuperämaa",""
"3","RowManufacturerArticleIdentifier","string","","0..70","0..1","Manufacturer's product identifier","","Valmistajan tuotetunnus",""
"3","RowManufacturerIdentifier","string","","0..35","0..1","Identification of manufacturer Business ID (Business Identity Code = Y-tunnus in Finnish)","","",""
"3","RowManufacturerName","string","","0..35","0..3","Manufacturer name","","Valmistaja",""
"3","RowManufacturerCountrySubdivision","string","","2..35","0..1","The subdivision of a country","","",""
"3","RowManufacturerCountryCode","nmtoken","","2","0..1","ISO 3166-1 country codes eg. FI, SE","","",""
"3","RowManufacturerCountryName","string","","0..35","0..1","Country name","","",""
"3","RowManufacturerOrderIdentifier","string","","0..70","0..1","Order number given by the manufactorer","","Valm. tilausviite",""
"3","RowPackageDetails","Aggr.","","","0..1","Package information of row","","",""
"4","RowPackageLength","string","Yes","0..14","0..1","Length","","Pituus",""
"","Attribute: QuantityUnitCode","token","","0..14","0..1","mm, cm, m","","",""
"","Attribute: QuantityUnitCodeUN","unitCodeUN","","2..3","0..1","Check instructions from EU Norm","","",""
"4","RowPackageWidth","string","Yes","0..14","0..1","Width","","Leveys",""
"","Attribute: QuantityUnitCode","token","","0..14","0..1","mm, cm, m","","",""
"","Attribute: QuantityUnitCodeUN","unitCodeUN","","2..3","0..1","Check instructions from EU Norm","","",""
"4","RowPackageHeight","string","Yes","0..14","0..1","Height","","Korkeus",""
"","Attribute: QuantityUnitCode","token","","0..14","0..1","mm, cm, m","","",""
"","Attribute: QuantityUnitCodeUN","unitCodeUN","","2..3","0..1","Check instructions from EU Norm","","",""
"4","RowPackageWeight","string","Yes","0..14","0..1","Cross weight","","Bruttopaino",""
"","Attribute: QuantityUnitCode","token","","0..14","0..1","g, kg,","","",""
"","Attribute: QuantityUnitCodeUN","unitCodeUN","","2..3","0..1","Check instructions from EU Norm","","",""
"4","RowPackageNetWeight","string","Yes","0..14","0..1","Net weight","","Nettopaino",""
"","Attribute: QuantityUnitCode","token","","0..14","0..1","g, kg,","","",""
"","Attribute: QuantityUnitCodeUN","unitCodeUN","","2..3","0..1","Check instructions from EU Norm","","",""
"4","RowPackageVolume","string","Yes","0..14","0..1","Volume","","Tilavuus",""
"","Attribute: QuantityUnitCode","token","","0..14","0..1","cm3, m3","","",""
"","Attribute: QuantityUnitCodeUN","unitCodeUN","","2..3","0..1","Check instructions from EU Norm","","",""
"4","RowTransportCarriageQuantity","string","Yes","0..14","0..1","Number of transport carriages","","Kollilkm",""
"","Attribute: QuantityUnitCode","token","","0..14","0..1","eg. Pcs, unit","","",""
"","Attribute: QuantityUnitCodeUN","unitCodeUN","","2..3","0..1","Check instructions from EU Norm","","",""
"2","RowShortProposedAccountIdentifier","nmtoken","","0..4","0..1","Account proposal based on basic account list, given by seller","","Tiliöintiehdotus",""
"2","RowNormalProposedAccountIdentifier","nmtoken","","0..4","0..1","Account proposal based on basic account list, given by seller","","",""
"2","RowProposedAccountText","string","","0..35","0..1","Accounting information agreed between seller and buyer.","","Raportointikoodi",""
"2","RowAccountDimensionText","string","","0..35","0..1","Cost centre, e.g. department, given by buyer","BT-133","Tiliöintiviite",""
"2","RowSellerAccountText","string","","0..35","0..1","Dedicated to the sellers own accounting information.","","Myyjän tiliöintitiedot",""
"2","RowFreeText","string","","0..512","0..n","Free text.  It is possible that one InvoiceRow consists of one RowFreeText. ","BT-127","",""
"2","RowUsedQuantity","string","Yes","0..14","0..1","Used quantity","","Kulutus",""
"","Attribute: QuantityUnitCode","token","","0..14","0..1","eg. kWh","","",""
"","Attribute: QuantityUnitCodeUN","unitCodeUN","","2..3","0..1","Check instructions from EU Norm","","",""
"2","RowPreviousMeterReadingDate","date","Yes","8","0..1","Previous reading date. Used by eg. Electric utility","","Edellinen lukupäivä",""
"","Attribute: Format","Enum.","","","1","CCYYMMDD","","",""
"2","RowLatestMeterReadingDate","date","Yes","8","0..1","New reading date. Used by eg. Electric utility","","Viimeisin lukupäivä",""
"","Attribute: Format","Enum.","","","1","CCYYMMDD","","",""
"2","RowCalculatedQuantity","string","Yes","0..14","0..1","Invoiced amount","","Laskutettu määrä",""
"","Attribute: QuantityUnitCode","token","","0..14","0..1","eg. kWh","","",""
"","Attribute: QuantityUnitCodeUN","unitCodeUN","","2..3","0..1","Check instructions from EU Norm","","",""
"2","RowAveragePriceAmount","amount","Yes","1..22","0..1","Average price","","Keskihinta veroton",""
"","Attribute: AmountCurrencyIdentifier","nmtoken","","3","1","ISO4217 eg. EUR,USD…","","",""
"2","RowDiscountPercent","percentage","","1..7","0..1","This row discount percent is used if seller and buyer have agreed a discount related to this row. Note that Vat is calculated from the reduced amount.  This discount percent is independent from the discount mentioned in the Payment Terms Details. If invoice row contains only one discount, use this structure. If invoice row contains more than one discounts, put all discounts into RowProgressiveDiscountDetails.","BT-138","Ale-%",""
"2","RowDiscountAmount","amount","Yes","1..22","0..1","Amount of the discount","BT-136","Alennus veroton",""
"","Attribute: AmountCurrencyIdentifier","nmtoken","","3","1","ISO4217 eg. EUR,USD…","","",""
"2","RowDiscountBaseAmount","amount","Yes","1..22","0..1","Discount base amount, excluding VAT","BT-137","",""
"","Attribute: AmountCurrencyIdentifier","nmtoken","","3","1","ISO4217 eg. EUR,USD…","","",""
"2","RowDiscountTypeCode","untdid5189","","1..3","0..1","Code for discount, code related text is mentioned in DiscountTypeText","BT-140","",""
"2","RowDiscountTypeText","string","","0..35","0..1","Header of the discount","BT-139","",""
"2","RowProgressiveDiscountDetails","Aggr.","","","0..n","Progressive discount. Progressive discount. Use only if invoice row contains more than one discount. When invoice row contains several discount, put all discount into this structure.","BG-27","","korjattu BG-arvo"
"3","RowDiscountPercent","percentage","","1..7","0..1","This row discount percent is used if seller and buyer have agreed a discount related to this row. Note that Vat is calculated from the reduced amount. This discount percent is independent from the discount mentioned in the Payment Terms Details.","BT-138","",""
"3","RowDiscountAmount","amount","Yes","1..22","0..1","Amount of the discount","BT-136","",""
"","Attribute: AmountCurrencyIdentifier","nmtoken","","3","1","ISO4217 eg. EUR,USD…","","",""
"3","RowDiscountBaseAmount","amount","Yes","1..22","0..1","Discount base amount, excluding VAT","BT-137","",""
"","Attribute: AmountCurrencyIdentifier","nmtoken","","3","1","ISO4217 eg. EUR,USD…","","",""
"3","RowDiscountTypeCode","untdid5189","","1..3","0..1","Code for progressive discount, code related text is mentioned in DiscountTypeText","BT-140","",""
"3","RowDiscountTypeText","string","","0..35","0..1","Header of the progressive discount","BT-139","",""
"2","RowChargeDetails","Aggr.","","","0..n","","BG-28","",""
"3","ReasonText","string","","1..70","0..1","Charge description","BT-144","",""
"3","ReasonCode","untdid7161","","1..3","0..1","Check instructions from EU Norm","BT-145","",""
"3","Percent","percentage","","1..7","0..1","Percent","BT-143","",""
"3","Amount","amount","Yes","1..22","0..1","Charge amount, excluding VAT","BT-141","",""
"","Attribute: AmountCurrencyIdentifier","nmtoken","","3","1","ISO4217 eg. EUR,USD…","","",""
"3","BaseAmount","amount","Yes","1..22","0..1","Charge base amount, excluding VAT","BT-142","",""
"","Attribute: AmountCurrencyIdentifier","nmtoken","","3","1","ISO4217 eg. EUR,USD…","","",""
"2","RowVatRatePercent","percentage","","1..7","0..1","Vat percent related to the product or service","BT-152","Alv%",""
"2","RowVatCode","untdid5305","","1..3","0..1","Vat code related to VAT processing e.g. code ""AE"" for VAT Reverse Charge","BT-151","",""
"2","RowVatAmount","amount","Yes","1..22","0..1","Total amount of Vat ","","Alv",""
"","Attribute: AmountCurrencyIdentifier","nmtoken","","3","1","ISO4217 eg. EUR,USD…","","",""
"2","RowVatExcludedAmount","amount","Yes","1..22","0..1","Amount multiplied from the quantity, unitprice (Row Discount deducted)  ","BT-131","Yhteensä veroton",""
"","Attribute: AmountCurrencyIdentifier","nmtoken","","3","1","ISO4217 eg. EUR,USD…","","",""
"2","RowAmount","amount","Yes","1..22","0..1","Total Row amount. The total amount if invoice (vat included) consist of all RowAmounts","","Yhteensä verollinen",""
"","Attribute: AmountCurrencyIdentifier","nmtoken","","3","1","ISO4217 eg. EUR,USD…","","",""
"2","RowTransactionDetails","Aggr.","","","0..1","Transaction details Esimerkiksi korttitapahtumissa oston rahamäärä alkuperäisessä myyntivaluutassa, kurssi ja kurssauspäivä.","","",""
"3","OtherCurrencyAmount","amount","Yes","1..22","0..1","Amount in other currency, extra informatio not calculated to RowAmount","","",""
"","Attribute: AmountCurrencyIdentifier","nmtoken","","3","1","ISO4217 eg. EUR,USD…","","",""
"3","ExchangeRate","exchangeRate","","1..22","0..1","Exchange rate of other currency","","",""
"3","ExchangeDate","date","Yes","8","0..1","Exchange rate date","","",""
"","Attribute: Format","Enum.","","","1","CCYYMMDD","","",""
"2","SubInvoiceRow","Aggr.","","","0..n","One invoice can consist of several invoice rows and sub-rows. Sub-row is summary of several invoicerows. Sub invoice row is not part of the invoice total calculation","","Välisummarakenteissa käytetään samoja otsikkoja kuin normaalilla laskurivillä.",""
"3","SubIdentifier","string","","0..35","0..1","Identifies invoice row in  SubInvoiceRow. Technical identifier if Sub invoice row is used","","",""
"3","SubRowPositionIdentifier","string","","0..35","0..1","Identifies the invoice sub row","","",""
"3","SubInvoicedObjectID","string","Yes","1..70","0..1","An identifier for an object on which the invoice row is based, given by th","","",""
"","Attribute: SchemeID","untdid1153","","1..3","0..1","Check instructions from EU Norm","","",""
"3","SubArticleIdentifier","string","","0..70","0..1","Article Id is given by seller, EAN etc.","","",""
"3","SubArticleGroupIdentifier","string","Yes","0..70","0..n","e. g. Article group identifier","","",""
"","Attribute: SchemeID","untdid7143","","1..3","0..1","Check instructions from EU Norm","","",""
"","Attribute: SchemeVersion","string","","1..35","0..1","Check instructions from EU Norm","","",""
"3","SubArticleName","string","","0..100","0..1","Name of the product or service","","",""
"3","SubArticleDescription","string","","0..512","0..1","A description for an item.","","",""
"3","SubArticleInfoUrlText","string","","0..512","0..1","Link to the Seller`s website.","","",""
"3","SubBuyerArticleIdentifier","string","","0..70","0..1","Article Id is given by buyer, EAN etc.","","",""
"3","SubEanCode","string","Yes","0..35","0..1","EAN-code","","",""
"","Attribute: SchemeID","iso6523cid","","4","0..1","Check instructions from EU Norm","","",""
"3","SubRowRegistrationNumberIdentifier","string","","0..70","0..1","Registration number","","",""
"3","SubSerialNumberIdentifier","string","","0..70","0..1","Serial number","","",""
"3","SubRowActionCode","token","","0..35","0..1","Action code for eg. hospital treatment","","",""
"3","SubRowDefinitionDetails","Aggr.","","","0..n","","","",""
"4","SubRowDefinitionHeaderText","string","Yes","0..70","1","Header of additional definition for the article eg. Type of repair shop","","",""
"","Attribute: DefinitionCode","token","","1..20","0..1","Code for the header","","",""
"4","SubRowDefinitionValue","string","Yes","0..70","0..1","Content/value of the definition","","",""
"","Attribute: QuantityUnitCode","token","","0..14","0..1","eg. kg, m, kwh/h, etc.","","",""
"","Attribute: QuantityUnitCodeUN","unitCodeUN","","2..3","0..1","Check instructions from EU Norm","","",""
"3","SubOfferedQuantity","string","Yes","0..14","0..n","Quantity of product or service. Note! Quantity UnitCode is given as attribute.","","",""
"","Attribute: QuantityUnitCode","token","","0..14","0..1","eg. kg, m, kwh/h, etc.","","",""
"","Attribute: QuantityUnitCodeUN","unitCodeUN","","2..3","0..1","Check instructions from EU Norm","","",""
"3","SubDeliveredQuantity","string","Yes","0..14","0..n","Quantity of product or service. Note! Quantity UnitCode is given as attribute.","","",""
"","Attribute: QuantityUnitCode","token","","0..14","0..1","eg. kg, m, kwh/h, etc.","","",""
